Dátum;Értéknap;Futamidõ;ISIN Kód;Értékpapír;Lejárat;Hozam (%);Változás;Átlag vétel (%);Átlag eladás (%);Nettó árfolyam (%);Felhalmozott kamat (%)
Date;Settle Date;Tenor;ISIN Code;Security Name;Maturity Date;Yield (%);Change;Avg Bid (%);Avg Ask (%);Net price (%);Accrued Interest (%)
2003.06.03;2003.06.05;M6;D031029;HU0000514179;2003.10.29;6,45;0,08;6,59;6,31;97,4500;0,0000
2003.06.03;2003.06.05;M12;D040512;HU0000514211;2004.05.12;6,50;0,13;6,63;6,36;94,1900;0,0000
2003.06.03;2003.06.05;Y3;2006/F;HU0000402094;2006.04.12;6,50;0,21;6,64;6,36;101,2500;1,0328
2003.06.03;2003.06.05;Y5;2008/C;HU0000402102;2008.06.12;6,36;0,17;6,49;6,22;99,5750;2,1575
2003.06.03;2003.06.05;Y10;2013/D;HU0000402045;2013.02.12;6,14;0,10;6,28;6,00;104,3400;2,0897
2003.06.03;2003.06.05;Y15;2017/A;HU0000402037;2017.11.24;6,14;0,10;6,28;6,00;105,7050;3,5692
2003.06.04;2003.06.06;M3;D031001;HU0000513890;2003.10.01;6,56;0,13;6,68;6,43;97,9150;0,0000
2003.06.04;2003.06.06;M6;D031029;HU0000514179;2003.10.29;6,58;0,13;6,71;6,45;97,4200;0,0000
2003.06.04;2003.06.06;M12;D040512;HU0000514211;2004.05.12;6,60;0,10;6,72;6,47;94,1200;0,0000
2003.06.04;2003.06.06;Y3;2006/F;HU0000402094;2006.04.12;6,61;0,11;6,74;6,47;100,9700;1,0519
2003.06.04;2003.06.06;Y5;2008/C;HU0000402102;2008.06.12;6,44;0,08;6,57;6,31;99,2300;2,1747
2003.06.04;2003.06.06;Y10;2013/D;HU0000402045;2013.02.12;6,15;0,01;6,29;6,01;104,2450;2,1082
2003.06.04;2003.06.06;Y15;2017/A;HU0000402037;2017.11.24;6,15;0,01;6,29;6,01;105,6200;3,5877
2003.06.05;2003.06.10;M3;D031001;HU0000513890;2003.10.01;7,05;0,49;7,16;6,94;97,8350;0,0000
2003.06.05;2003.06.10;M6;D031029;HU0000514179;2003.10.29;7,05;0,47;7,17;6,93;97,3150;0,0000
2003.06.05;2003.06.10;M12;D040512;HU0000514211;2004.05.12;7,11;0,51;7,23;6,98;93,7650;0,0000
2003.06.05;2003.06.10;Y3;2006/F;HU0000402094;2006.04.12;6,91;0,30;7,04;6,77;100,2200;1,1284
2003.06.05;2003.06.10;Y5;2008/C;HU0000402102;2008.06.12;6,62;0,18;6,76;6,48;98,4350;0,0000
2003.06.05;2003.06.10;Y10;2013/D;HU0000402045;2013.02.12;6,26;0,11;6,39;6,12;103,4550;2,1822
2003.06.05;2003.06.10;Y15;2017/A;HU0000402037;2017.11.24;6,27;0,12;6,40;6,14;104,4650;3,6616
2003.06.06;2003.06.11;M3;D031001;HU0000513890;2003.10.01;6,95;-0,10;7,08;6,82;97,8850;0,0000
2003.06.06;2003.06.11;M6;D031029;HU0000514179;2003.10.29;6,94;-0,11;7,06;6,81;97,3750;0,0000
2003.06.06;2003.06.11;M12;D040512;HU0000514211;2004.05.12;6,84;-0,27;6,97;6,70;94,0100;0,0000
2003.06.06;2003.06.11;Y3;2006/F;HU0000402094;2006.04.12;6,86;-0,05;7,00;6,72;100,3250;1,1475
2003.06.06;2003.06.11;Y5;2008/C;HU0000402102;2008.06.12;6,61;-0,01;6,75;6,46;98,5100;0,0000
2003.06.06;2003.06.11;Y10;2013/D;HU0000402045;2013.02.12;6,26;0,00;6,40;6,12;103,4550;2,2007
2003.06.06;2003.06.11;Y15;2017/A;HU0000402037;2017.11.24;6,25;-0,02;6,39;6,11;104,6800;3,6801
2003.06.10;2003.06.12;M3;D031001;HU0000513890;2003.10.01;7,31;0,36;7,43;7,19;97,7950;0,0000
2003.06.10;2003.06.12;M6;D031029;HU0000514179;2003.10.29;7,30;0,36;7,42;7,18;97,2550;0,0000
2003.06.10;2003.06.12;M12;D040512;HU0000514211;2004.05.12;7,30;0,46;7,41;7,18;93,6400;0,0000
2003.06.10;2003.06.12;Y3;2006/F;HU0000402094;2006.04.12;7,18;0,32;7,31;7,05;99,5250;1,1667
2003.06.10;2003.06.12;Y5;2008/C;HU0000402102;2008.06.12;6,80;0,19;6,93;6,66;97,7650;0,0000
2003.06.10;2003.06.12;Y10;2013/D;HU0000402045;2013.02.12;6,31;0,05;6,45;6,17;103,1000;2,2192
2003.06.10;2003.06.12;Y15;2017/A;HU0000402037;2017.11.24;6,32;0,07;6,46;6,18;103,9650;3,6986
2003.06.11;2003.06.13;M3;D031001;HU0000513890;2003.10.01;7,12;-0,19;7,25;6,98;97,8700;0,0000
2003.06.11;2003.06.13;M6;D031223;HU0000514252;2003.12.23;7,10;-0,20;7,23;6,97;96,3350;0,0000
2003.06.11;2003.06.13;M12;D040512;HU0000514211;2004.05.12;7,02;-0,28;7,15;6,88;93,8900;0,0000
2003.06.11;2003.06.13;Y3;2006/F;HU0000402094;2006.04.12;6,97;-0,21;7,11;6,83;100,0450;1,1858
2003.06.11;2003.06.13;Y5;2008/C;HU0000402102;2008.06.12;6,51;-0,29;6,65;6,37;98,9150;0,0171
2003.06.11;2003.06.13;Y10;2013/D;HU0000402045;2013.02.12;6,11;-0,20;6,25;5,97;104,5500;2,2377
2003.06.11;2003.06.13;Y15;2017/A;HU0000402037;2017.11.24;6,12;-0,20;6,25;5,98;105,9800;3,7171
2003.06.12;2003.06.16;M3;D031001;HU0000513890;2003.10.01;7,12;0,00;7,26;6,98;97,9300;0,0000
2003.06.12;2003.06.16;M6;D031223;HU0000514252;2003.12.23;7,08;-0,02;7,22;6,94;96,4000;0,0000
2003.06.12;2003.06.16;M12;D040512;HU0000514211;2004.05.12;7,01;-0,01;7,15;6,86;93,9500;0,0000
2003.06.12;2003.06.16;Y3;2006/F;HU0000402094;2006.04.12;6,98;0,01;7,12;6,84;100,0300;1,2432
2003.06.12;2003.06.16;Y5;2008/C;HU0000402102;2008.06.12;6,54;0,03;6,68;6,40;98,8050;0,0683
2003.06.12;2003.06.16;Y10;2013/D;HU0000402045;2013.02.12;6,11;0,00;6,25;5,97;104,5300;2,2932
2003.06.12;2003.06.16;Y15;2017/A;HU0000402037;2017.11.24;6,12;0,00;6,26;5,98;105,9400;3,7726
2003.06.13;2003.06.17;M3;D031001;HU0000513890;2003.10.01;7,15;0,03;7,29;7,01;97,9400;0,0000
2003.06.13;2003.06.17;M6;D031223;HU0000514252;2003.12.23;7,13;0,05;7,26;6,99;96,3950;0,0000
2003.06.13;2003.06.17;M12;D040512;HU0000514211;2004.05.12;7,07;0,06;7,21;6,93;93,9150;0,0000
2003.06.13;2003.06.17;Y3;2006/F;HU0000402094;2006.04.12;7,04;0,06;7,18;6,90;99,8800;1,2623
2003.06.13;2003.06.17;Y5;2008/C;HU0000402102;2008.06.12;6,60;0,06;6,74;6,45;98,5700;0,0854
2003.06.13;2003.06.17;Y10;2013/D;HU0000402045;2013.02.12;6,14;0,03;6,28;5,99;104,3200;2,3116
2003.06.13;2003.06.17;Y15;2017/A;HU0000402037;2017.11.24;6,15;0,03;6,28;6,01;105,6500;3,7911
2003.06.16;2003.06.18;M3;D031001;HU0000513890;2003.10.01;7,41;0,26;7,54;7,28;97,8850;0,0000
2003.06.16;2003.06.18;M6;D031223;HU0000514252;2003.12.23;7,39;0,26;7,52;7,25;96,2850;0,0000
2003.06.16;2003.06.18;M12;D040512;HU0000514211;2004.05.12;7,39;0,32;7,52;7,26;93,6750;0,0000
2003.06.16;2003.06.18;Y3;2006/F;HU0000402094;2006.04.12;7,26;0,22;7,40;7,11;99,3350;1,2814
2003.06.16;2003.06.18;Y5;2008/C;HU0000402102;2008.06.12;6,75;0,15;6,89;6,60;97,9800;0,1025
2003.06.16;2003.06.18;Y10;2013/D;HU0000402045;2013.02.12;6,29;0,15;6,42;6,15;103,2750;2,3301
2003.06.16;2003.06.18;Y15;2017/A;HU0000402037;2017.11.24;6,29;0,14;6,42;6,15;104,3350;3,8096
2003.06.17;2003.06.19;M3;D031001;HU0000513890;2003.10.01;8,02;0,61;8,14;7,89;97,7350;0,0000
2003.06.17;2003.06.19;M6;D031223;HU0000514252;2003.12.23;8,02;0,63;8,14;7,90;96,0000;0,0000
2003.06.17;2003.06.19;M12;D040512;HU0000514211;2004.05.12;7,93;0,54;8,05;7,81;93,2650;0,0000
2003.06.17;2003.06.19;Y3;2006/F;HU0000402094;2006.04.12;7,58;0,32;7,72;7,44;98,5500;1,3005
2003.06.17;2003.06.19;Y5;2008/C;HU0000402102;2008.06.12;6,97;0,22;7,10;6,83;97,0950;0,1195
2003.06.17;2003.06.19;Y10;2013/D;HU0000402045;2013.02.12;6,35;0,06;6,49;6,21;102,7850;2,3486
2003.06.17;2003.06.19;Y15;2017/A;HU0000402037;2017.11.24;6,35;0,06;6,48;6,21;103,7400;3,8281
2003.06.18;2003.06.20;M3;D031001;HU0000513890;2003.10.01;8,14;0,12;8,27;8,01;97,7250;0,0000
2003.06.18;2003.06.20;M6;D031223;HU0000514252;2003.12.23;8,16;0,14;8,29;8,03;95,9550;0,0000
2003.06.18;2003.06.20;M12;D040512;HU0000514211;2004.05.12;8,15;0,22;8,27;8,02;93,1100;0,0000
2003.06.18;2003.06.20;Y3;2006/F;HU0000402094;2006.04.12;7,79;0,21;7,93;7,65;98,0400;1,3197
2003.06.18;2003.06.20;Y5;2008/C;HU0000402102;2008.06.12;7,16;0,19;7,29;7,02;96,3350;0,1366
2003.06.18;2003.06.20;Y10;2013/D;HU0000402045;2013.02.12;6,49;0,14;6,63;6,35;101,7900;2,3671
2003.06.18;2003.06.20;Y15;2017/A;HU0000402037;2017.11.24;6,49;0,14;6,63;6,35;102,3650;3,8466
2003.06.19;2003.06.23;M3;D031001;HU0000513890;2003.10.01;9,10;0,96;9,23;8,96;97,5350;0,0000
2003.06.19;2003.06.23;M6;D031223;HU0000514252;2003.12.23;9,09;0,93;9,22;8,96;95,5900;0,0000
2003.06.19;2003.06.23;M12;D040512;HU0000514211;2004.05.12;8,91;0,76;9,05;8,77;92,5750;0,0000
2003.06.19;2003.06.23;Y3;2006/F;HU0000402094;2006.04.12;8,57;0,78;8,71;8,43;96,1850;1,3770
2003.06.19;2003.06.23;Y5;2008/C;HU0000402102;2008.06.12;7,56;0,40;7,70;7,41;94,7400;0,1878
2003.06.19;2003.06.23;Y10;2013/D;HU0000402045;2013.02.12;6,66;0,17;6,80;6,51;100,6250;2,4226
2003.06.19;2003.06.23;Y15;2017/A;HU0000402037;2017.11.24;6,60;0,11;6,73;6,47;101,3200;3,9021
2003.06.20;2003.06.24;M3;D031001;HU0000513890;2003.10.01;8,86;-0,24;8,99;8,72;97,6250;0,0000
2003.06.20;2003.06.24;M6;D031223;HU0000514252;2003.12.23;8,63;-0,46;8,76;8,49;95,8200;0,0000
2003.06.20;2003.06.24;M12;D040512;HU0000514211;2004.05.12;8,39;-0,52;8,52;8,25;93,0050;0,0000
2003.06.20;2003.06.24;Y3;2006/F;HU0000402094;2006.04.12;7,91;-0,66;8,04;7,78;97,7450;1,3962
2003.06.20;2003.06.24;Y5;2008/C;HU0000402102;2008.06.12;6,99;-0,57;7,12;6,85;97,0100;0,2049
2003.06.20;2003.06.24;Y10;2013/D;HU0000402045;2013.02.12;6,34;-0,32;6,47;6,20;102,9200;2,4411
2003.06.20;2003.06.24;Y15;2017/A;HU0000402037;2017.11.24;6,33;-0,27;6,47;6,18;103,9050;3,9205
2003.06.23;2003.06.25;M3;D031001;HU0000513890;2003.10.01;8,75;-0,11;8,87;8,63;97,6700;0,0000
2003.06.23;2003.06.25;M6;D031223;HU0000514252;2003.12.23;8,53;-0,10;8,65;8,40;95,8900;0,0000
2003.06.23;2003.06.25;M12;D040512;HU0000514211;2004.05.12;8,29;-0,10;8,42;8,16;93,1000;0,0000
2003.06.23;2003.06.25;Y3;2006/F;HU0000402094;2006.04.12;7,78;-0,13;7,91;7,64;98,0850;1,4153
2003.06.23;2003.06.25;Y5;2008/C;HU0000402102;2008.06.12;6,92;-0,07;7,06;6,78;97,2700;0,2220
2003.06.23;2003.06.25;Y10;2013/D;HU0000402045;2013.02.12;6,34;0,00;6,48;6,19;102,9150;2,4596
2003.06.23;2003.06.25;Y15;2017/A;HU0000402037;2017.11.24;6,35;0,02;6,49;6,21;103,6900;3,9390
2003.06.24;2003.06.26;M3;D031001;HU0000513890;2003.10.01;8,93;0,18;9,06;8,79;97,6550;0,0000
2003.06.24;2003.06.26;M6;D031223;HU0000514252;2003.12.23;8,65;0,12;8,77;8,52;95,8600;0,0000
2003.06.24;2003.06.26;M12;D040512;HU0000514211;2004.05.12;8,34;0,05;8,48;8,20;93,0800;0,0000
2003.06.24;2003.06.26;Y3;2006/F;HU0000402094;2006.04.12;7,78;0,00;7,92;7,64;98,0700;1,4344
2003.06.24;2003.06.26;Y5;2008/C;HU0000402102;2008.06.12;6,93;0,01;7,07;6,79;97,2200;0,2391
2003.06.24;2003.06.26;Y10;2013/D;HU0000402045;2013.02.12;6,38;0,04;6,52;6,24;102,5850;2,4781
2003.06.24;2003.06.26;Y15;2017/A;HU0000402037;2017.11.24;6,36;0,01;6,50;6,22;103,6000;3,9575
2003.06.25;2003.06.27;M3;D031001;HU0000513890;2003.10.01;8,91;-0,02;9,05;8,77;97,6750;0,0000
2003.06.25;2003.06.27;M6;D031223;HU0000514252;2003.12.23;8,62;-0,03;8,74;8,49;95,8900;0,0000
2003.06.25;2003.06.27;M12;D040512;HU0000514211;2004.05.12;8,27;-0,07;8,41;8,13;93,1500;0,0000
2003.06.25;2003.06.27;Y3;2006/F;HU0000402094;2006.04.12;7,73;-0,05;7,87;7,59;98,1900;1,4536
2003.06.25;2003.06.27;Y5;2008/C;HU0000402102;2008.06.12;6,94;0,01;7,08;6,80;97,1800;0,2561
2003.06.25;2003.06.27;Y10;2013/D;HU0000402045;2013.02.12;6,36;-0,02;6,50;6,22;102,7200;2,4966
2003.06.25;2003.06.27;Y15;2017/A;HU0000402037;2017.11.24;6,36;0,00;6,50;6,22;103,5950;3,9760
2003.06.26;2003.06.30;M3;D031001;HU0000513890;2003.10.01;9,16;0,25;9,29;9,03;97,6900;0,0000
2003.06.26;2003.06.30;M6;D031223;HU0000514252;2003.12.23;8,80;0,18;8,93;8,66;95,8800;0,0000
2003.06.26;2003.06.30;M12;D040512;HU0000514211;2004.05.12;8,55;0,28;8,68;8,41;93,0050;0,0000
2003.06.26;2003.06.30;Y3;2006/F;HU0000402094;2006.04.12;8,07;0,34;8,20;7,93;97,3800;1,5109
2003.06.26;2003.06.30;Y5;2008/C;HU0000402102;2008.06.12;7,28;0,34;7,41;7,14;95,8600;0,3074
2003.06.26;2003.06.30;Y10;2013/D;HU0000402045;2013.02.12;6,56;0,20;6,69;6,42;101,3500;2,5521
2003.06.26;2003.06.30;Y15;2017/A;HU0000402037;2017.11.24;6,55;0,19;6,69;6,41;101,8100;4,0315
2003.06.27;2003.07.01;M3;D031001;HU0000513890;2003.10.01;9,56;0,40;9,68;9,43;97,6200;0,0000
2003.06.27;2003.07.01;M6;D031223;HU0000514252;2003.12.23;9,30;0,50;9,43;9,17;95,6750;0,0000
2003.06.27;2003.07.01;M12;D040512;HU0000514211;2004.05.12;8,77;0,22;8,90;8,64;92,8500;0,0000
2003.06.27;2003.07.01;Y3;2006/F;HU0000402094;2006.04.12;8,15;0,08;8,28;8,01;97,2100;1,5301
2003.06.27;2003.07.01;Y5;2008/C;HU0000402102;2008.06.12;7,33;0,05;7,46;7,19;95,6800;0,3245
2003.06.27;2003.07.01;Y10;2013/D;HU0000402045;2013.02.12;6,56;0,00;6,70;6,42;101,3000;2,5705
2003.06.27;2003.07.01;Y15;2017/A;HU0000402037;2017.11.24;6,54;-0,01;6,67;6,40;101,9650;4,0500
2003.06.30;2003.07.02;M3;D031001;HU0000513890;2003.10.01;9,62;0,06;9,74;9,49;97,6300;0,0000
2003.06.30;2003.07.02;M6;D031223;HU0000514252;2003.12.23;9,56;0,26;9,68;9,44;95,5850;0,0000
2003.06.30;2003.07.02;M12;D040512;HU0000514211;2004.05.12;9,00;0,23;9,14;8,86;92,7000;0,0000
2003.06.30;2003.07.02;Y3;2006/F;HU0000402094;2006.04.12;8,34;0,19;8,48;8,20;96,7400;1,5492
2003.06.30;2003.07.02;Y5;2008/C;HU0000402102;2008.06.12;7,48;0,15;7,61;7,34;95,0850;0,3415
2003.06.30;2003.07.02;Y10;2013/D;HU0000402045;2013.02.12;6,71;0,15;6,85;6,56;100,2550;2,5890
2003.06.30;2003.07.02;Y15;2017/A;HU0000402037;2017.11.24;6,65;0,11;6,79;6,51;100,8800;4,0685
2003.07.01;2003.07.03;M3;D031029;HU0000514179;2003.10.29;9,45;-0,17;9,58;9,31;97,0000;0,0000
2003.07.01;2003.07.03;M6;D031223;HU0000514252;2003.12.23;9,41;-0,15;9,53;9,28;95,6750;0,0000
2003.07.01;2003.07.03;M12;D040512;HU0000514211;2004.05.12;8,80;-0,20;8,93;8,66;92,8700;0,0000
2003.07.01;2003.07.03;Y3;2006/F;HU0000402094;2006.04.12;8,16;-0,18;8,29;8,02;97,1900;1,5683
2003.07.01;2003.07.03;Y5;2008/C;HU0000402102;2008.06.12;7,31;-0,17;7,43;7,18;95,7450;0,3586
2003.07.01;2003.07.03;Y10;2013/D;HU0000402045;2013.02.12;6,59;-0,12;6,72;6,46;101,0700;2,6075
2003.07.01;2003.07.03;Y15;2017/A;HU0000402037;2017.11.24;6,53;-0,12;6,65;6,40;102,0200;4,0870
2003.07.02;2003.07.04;M3;D031029;HU0000514179;2003.10.29;9,35;-0,10;9,47;9,22;97,0500;0,0000
2003.07.02;2003.07.04;M6;D031223;HU0000514252;2003.12.23;9,24;-0,17;9,38;9,10;95,7700;0,0000
2003.07.02;2003.07.04;M12;D040512;HU0000514211;2004.05.12;8,59;-0,21;8,71;8,46;93,0550;0,0000
2003.07.02;2003.07.04;Y3;2006/F;HU0000402094;2006.04.12;8,11;-0,05;8,24;7,97;97,3100;1,5874
2003.07.02;2003.07.04;Y5;2008/C;HU0000402102;2008.06.12;7,34;0,03;7,47;7,20;95,6300;0,3757
2003.07.02;2003.07.04;Y10;2013/D;HU0000402045;2013.02.12;6,61;0,02;6,74;6,47;100,9700;2,6260
2003.07.02;2003.07.04;Y15;2017/A;HU0000402037;2017.11.24;6,53;0,00;6,66;6,40;101,9850;4,1055
2003.07.03;2003.07.07;M3;D031029;HU0000514179;2003.10.29;9,32;-0,03;9,45;9,19;97,1300;0,0000
2003.07.03;2003.07.07;M6;D031223;HU0000514252;2003.12.23;9,23;-0,01;9,36;9,10;95,8450;0,0000
2003.07.03;2003.07.07;M12;D040512;HU0000514211;2004.05.12;8,69;0,10;8,82;8,55;93,0400;0,0000
2003.07.03;2003.07.07;Y3;2006/F;HU0000402094;2006.04.12;8,08;-0,03;8,21;7,95;97,3600;1,6448
2003.07.03;2003.07.07;Y5;2008/C;HU0000402102;2008.06.12;7,32;-0,02;7,45;7,19;95,6750;0,4269
2003.07.03;2003.07.07;Y10;2013/D;HU0000402045;2013.02.12;6,61;0,00;6,73;6,48;100,9800;2,6815
2003.07.03;2003.07.07;Y15;2017/A;HU0000402037;2017.11.24;6,55;0,02;6,67;6,42;101,8650;4,1610
2003.07.04;2003.07.08;M3;D031029;HU0000514179;2003.10.29;9,30;-0,02;9,42;9,17;97,1650;0,0000
2003.07.04;2003.07.08;M6;D031223;HU0000514252;2003.12.23;9,26;0,03;9,38;9,13;95,8600;0,0000
2003.07.04;2003.07.08;M12;D040512;HU0000514211;2004.05.12;8,69;0,00;8,81;8,57;93,0600;0,0000
2003.07.04;2003.07.08;Y3;2006/F;HU0000402094;2006.04.12;8,18;0,10;8,31;8,05;97,1400;1,6639
2003.07.04;2003.07.08;Y5;2008/C;HU0000402102;2008.06.12;7,47;0,15;7,60;7,34;95,1050;0,4440
2003.07.04;2003.07.08;Y10;2013/D;HU0000402045;2013.02.12;6,73;0,12;6,85;6,60;100,1250;2,7000
2003.07.04;2003.07.08;Y15;2017/A;HU0000402037;2017.11.24;6,55;0,00;6,66;6,43;101,8300;4,1795
2003.07.07;2003.07.09;M3;D031029;HU0000514179;2003.10.29;9,30;0,00;9,43;9,16;97,1900;0,0000
2003.07.07;2003.07.09;M6;D031223;HU0000514252;2003.12.23;9,25;-0,01;9,38;9,11;95,8850;0,0000
2003.07.07;2003.07.09;M12;D040512;HU0000514211;2004.05.12;8,66;-0,03;8,78;8,53;93,1050;0,0000
2003.07.07;2003.07.09;Y3;2006/F;HU0000402094;2006.04.12;8,19;0,01;8,32;8,05;97,1200;1,6831
2003.07.07;2003.07.09;Y5;2008/C;HU0000402102;2008.06.12;7,48;0,01;7,61;7,35;95,0700;0,4611
2003.07.07;2003.07.09;Y10;2013/D;HU0000402045;2013.02.12;6,77;0,04;6,90;6,63;99,8650;2,7185
2003.07.07;2003.07.09;Y15;2017/A;HU0000402037;2017.11.24;6,60;0,05;6,72;6,47;101,3500;4,1979
2003.07.08;2003.07.10;M3;D031029;HU0000514179;2003.10.29;9,23;-0,07;9,36;9,10;97,2300;0,0000
2003.07.08;2003.07.10;M6;D031223;HU0000514252;2003.12.23;9,13;-0,12;9,26;9,00;95,9550;0,0000
2003.07.08;2003.07.10;M12;D040512;HU0000514211;2004.05.12;8,58;-0,08;8,70;8,45;93,1850;0,0000
2003.07.08;2003.07.10;Y3;2006/F;HU0000402094;2006.04.12;8,13;-0,06;8,26;7,99;97,2650;1,7022
2003.07.08;2003.07.10;Y5;2008/C;HU0000402102;2008.06.12;7,46;-0,02;7,59;7,33;95,1500;0,4781
2003.07.08;2003.07.10;Y10;2013/D;HU0000402045;2013.02.12;6,76;-0,01;6,89;6,62;99,9200;2,7370
2003.07.08;2003.07.10;Y15;2017/A;HU0000402037;2017.11.24;6,60;0,00;6,73;6,47;101,3150;4,2164
2003.07.09;2003.07.11;M3;D031029;HU0000514179;2003.10.29;9,14;-0,09;9,27;9,01;97,2800;0,0000
2003.07.09;2003.07.11;M6;D031223;HU0000514252;2003.12.23;9,06;-0,07;9,18;8,93;96,0150;0,0000
2003.07.09;2003.07.11;M12;D040707;HU0000514294;2004.07.07;8,46;-0,12;8,60;8,32;92,1600;0,0000
2003.07.09;2003.07.11;Y3;2006/F;HU0000402094;2006.04.12;8,04;-0,09;8,17;7,90;97,4850;1,7213
2003.07.09;2003.07.11;Y5;2008/C;HU0000402102;2008.06.12;7,37;-0,09;7,50;7,24;95,4950;0,4952
2003.07.09;2003.07.11;Y10;2013/D;HU0000402045;2013.02.12;6,64;-0,12;6,77;6,51;100,7350;2,7555
2003.07.09;2003.07.11;Y15;2017/A;HU0000402037;2017.11.24;6,55;-0,05;6,68;6,42;101,7800;4,2349
2003.07.10;2003.07.14;M3;D031029;HU0000514179;2003.10.29;9,10;-0,04;9,23;8,96;97,3700;0,0000
2003.07.10;2003.07.14;M6;D031223;HU0000514252;2003.12.23;9,01;-0,05;9,14;8,87;96,1050;0,0000
2003.07.10;2003.07.14;M12;D040707;HU0000514294;2004.07.07;8,37;-0,09;8,51;8,23;92,2950;0,0000
2003.07.10;2003.07.14;Y3;2006/F;HU0000402094;2006.04.12;7,99;-0,05;8,12;7,86;97,5850;1,7787
2003.07.10;2003.07.14;Y5;2008/C;HU0000402102;2008.06.12;7,39;0,02;7,51;7,27;95,4250;0,5464
2003.07.10;2003.07.14;Y10;2013/D;HU0000402045;2013.02.12;6,67;0,03;6,80;6,54;100,4850;2,8110
2003.07.10;2003.07.14;Y15;2017/A;HU0000402037;2017.11.24;6,55;0,00;6,68;6,41;101,8500;4,2904
2003.07.11;2003.07.15;M3;D031029;HU0000514179;2003.10.29;9,06;-0,04;9,19;8,92;97,4050;0,0000
2003.07.11;2003.07.15;M6;D031223;HU0000514252;2003.12.23;8,92;-0,09;9,04;8,79;96,1700;0,0000
2003.07.11;2003.07.15;M12;D040707;HU0000514294;2004.07.07;8,32;-0,05;8,45;8,19;92,3600;0,0000
2003.07.11;2003.07.15;Y3;2006/F;HU0000402094;2006.04.12;7,95;-0,04;8,09;7,81;97,6900;1,7978
2003.07.11;2003.07.15;Y5;2008/C;HU0000402102;2008.06.12;7,38;-0,01;7,50;7,25;95,4650;0,5635
2003.07.11;2003.07.15;Y10;2013/D;HU0000402045;2013.02.12;6,70;0,03;6,83;6,57;100,2950;2,8295
2003.07.11;2003.07.15;Y15;2017/A;HU0000402037;2017.11.24;6,56;0,01;6,69;6,43;101,6950;4,3089
2003.07.14;2003.07.16;M3;D031029;HU0000514179;2003.10.29;8,92;-0,14;9,05;8,78;97,4650;0,0000
2003.07.14;2003.07.16;M6;D031223;HU0000514252;2003.12.23;8,82;-0,10;8,95;8,69;96,2250;0,0000
2003.07.14;2003.07.16;M12;D040707;HU0000514294;2004.07.07;8,22;-0,10;8,35;8,08;92,4650;0,0000
2003.07.14;2003.07.16;Y3;2006/F;HU0000402094;2006.04.12;7,77;-0,18;7,89;7,64;98,1300;1,8169
2003.07.14;2003.07.16;Y5;2008/C;HU0000402102;2008.06.12;7,29;-0,09;7,42;7,15;95,8350;0,5806
2003.07.14;2003.07.16;Y10;2013/D;HU0000402045;2013.02.12;6,61;-0,09;6,74;6,48;100,9150;2,8479
2003.07.14;2003.07.16;Y15;2017/A;HU0000402037;2017.11.24;6,51;-0,05;6,64;6,37;102,2100;4,3274
2003.07.15;2003.07.17;M3;D031029;HU0000514179;2003.10.29;9,00;0,08;9,13;8,87;97,4650;0,0000
2003.07.15;2003.07.17;M6;D031223;HU0000514252;2003.12.23;8,86;0,04;8,99;8,73;96,2350;0,0000
2003.07.15;2003.07.17;M12;D040707;HU0000514294;2004.07.07;8,27;0,05;8,40;8,13;92,4450;0,0000
2003.07.15;2003.07.17;Y3;2006/F;HU0000402094;2006.04.12;7,85;0,08;7,98;7,72;97,9350;1,8361
2003.07.15;2003.07.17;Y5;2008/C;HU0000402102;2008.06.12;7,30;0,01;7,43;7,17;95,7850;0,5977
2003.07.15;2003.07.17;Y10;2013/D;HU0000402045;2013.02.12;6,63;0,02;6,76;6,50;100,8000;2,8664
2003.07.15;2003.07.17;Y15;2017/A;HU0000402037;2017.11.24;6,52;0,01;6,65;6,38;102,1050;4,3459
2003.07.16;2003.07.18;M3;D031029;HU0000514179;2003.10.29;9,16;0,16;9,29;9,03;97,4450;0,0000
2003.07.16;2003.07.18;M6;D031223;HU0000514252;2003.12.23;9,18;0,32;9,31;9,04;96,1300;0,0000
2003.07.16;2003.07.18;M12;D040707;HU0000514294;2004.07.07;8,43;0,16;8,56;8,30;92,3250;0,0000
2003.07.16;2003.07.18;Y3;2006/F;HU0000402094;2006.04.12;8,00;0,15;8,14;7,86;97,5800;1,8552
2003.07.16;2003.07.18;Y5;2008/C;HU0000402102;2008.06.12;7,48;0,18;7,61;7,34;95,1050;0,6148
2003.07.16;2003.07.18;Y10;2013/D;HU0000402045;2013.02.12;6,86;0,23;6,99;6,72;99,2500;2,8849
2003.07.16;2003.07.18;Y15;2017/A;HU0000402037;2017.11.24;6,71;0,19;6,85;6,57;100,3400;4,3644
2003.07.17;2003.07.21;M3;D031029;HU0000514179;2003.10.29;9,23;0,07;9,36;9,09;97,5050;0,0000
2003.07.17;2003.07.21;M6;D031223;HU0000514252;2003.12.23;9,21;0,03;9,34;9,08;96,1850;0,0000
2003.07.17;2003.07.21;M12;D040707;HU0000514294;2004.07.07;8,73;0,30;8,87;8,59;92,1350;0,0000
2003.07.17;2003.07.21;Y3;2006/F;HU0000402094;2006.04.12;8,04;0,04;8,17;7,91;97,4750;1,9126
2003.07.17;2003.07.21;Y5;2008/C;HU0000402102;2008.06.12;7,50;0,02;7,63;7,37;95,0150;0,6660
